ticker,assetName,market,assetType,dividendYield,yieldStatus,yieldSource,rawSourceValue,sourceFile
309230,ACE 미국WideMoat동일가중,KR,ETF,0.91,manual,k_etf_rank_dividend_yield,0.91%,k-etf_rank_dividend_yield.csv
449580,RISE 테슬라애플아마존채권혼합,KR,ETF,0.9,manual,k_etf_rank_dividend_yield,0.90%,k-etf_rank_dividend_yield.csv
495330,1Q 코리아밸류업,KR,ETF,0.9,manual,k_etf_rank_dividend_yield,0.90%,k-etf_rank_dividend_yield.csv
388280,RISE K엔터&여행레저,KR,ETF,0.9,manual,k_etf_rank_dividend_yield,0.90%,k-etf_rank_dividend_yield.csv
137610,TIGER 농산물선물Enhanced(H),KR,ETF,0.89,manual,k_etf_rank_dividend_yield,0.89%,k-etf_rank_dividend_yield.csv
108590,TREX 200,KR,ETF,0.89,manual,k_etf_rank_dividend_yield,0.89%,k-etf_rank_dividend_yield.csv
169950,KODEX 차이나A50,KR,ETF,0.89,manual,k_etf_rank_dividend_yield,0.89%,k-etf_rank_dividend_yield.csv
449180,KODEX 미국S&P500(H),KR,ETF,0.89,manual,k_etf_rank_dividend_yield,0.89%,k-etf_rank_dividend_yield.csv
147970,TIGER 모멘텀,KR,ETF,0.89,manual,k_etf_rank_dividend_yield,0.89%,k-etf_rank_dividend_yield.csv
183700,RISE 채권혼합,KR,ETF,0.89,manual,k_etf_rank_dividend_yield,0.89%,k-etf_rank_dividend_yield.csv
225800,KIWOOM 미국달러선물레버리지,KR,ETF,0.89,manual,k_etf_rank_dividend_yield,0.89%,k-etf_rank_dividend_yield.csv
469170,ACE 포스코그룹포커스,KR,ETF,0.88,manual,k_etf_rank_dividend_yield,0.88%,k-etf_rank_dividend_yield.csv
372330,KODEX 차이나항셍테크,KR,ETF,0.88,manual,k_etf_rank_dividend_yield,0.88%,k-etf_rank_dividend_yield.csv
435420,TIGER 미국나스닥100채권혼합50,KR,ETF,0.87,manual,k_etf_rank_dividend_yield,0.87%,k-etf_rank_dividend_yield.csv
261240,KODEX 미국달러선물,KR,ETF,0.87,manual,k_etf_rank_dividend_yield,0.87%,k-etf_rank_dividend_yield.csv
413220,SOL 차이나태양광CSI(합성),KR,ETF,0.87,manual,k_etf_rank_dividend_yield,0.87%,k-etf_rank_dividend_yield.csv
448540,ACE 엔비디아채권혼합,KR,ETF,0.86,manual,k_etf_rank_dividend_yield,0.86%,k-etf_rank_dividend_yield.csv
269540,PLUS 미국S&P500(H),KR,ETF,0.86,manual,k_etf_rank_dividend_yield,0.86%,k-etf_rank_dividend_yield.csv
277650,TIGER 코스피중형주,KR,ETF,0.86,manual,k_etf_rank_dividend_yield,0.86%,k-etf_rank_dividend_yield.csv
479080,1Q 머니마켓액티브,KR,ETF,0.85,manual,k_etf_rank_dividend_yield,0.85%,k-etf_rank_dividend_yield.csv
442550,RISE TDF2030액티브 적격,KR,ETF,0.85,manual,k_etf_rank_dividend_yield,0.85%,k-etf_rank_dividend_yield.csv
360200,ACE 미국S&P500,KR,ETF,0.85,manual,k_etf_rank_dividend_yield,0.85%,k-etf_rank_dividend_yield.csv
495850,KODEX 코리아밸류업,KR,ETF,0.85,manual,k_etf_rank_dividend_yield,0.85%,k-etf_rank_dividend_yield.csv
495710,BNK 26-06 특수채(AAA이상)액티브,KR,ETF,0.84,manual,k_etf_rank_dividend_yield,0.84%,k-etf_rank_dividend_yield.csv
069660,KIWOOM 200,KR,ETF,0.84,manual,k_etf_rank_dividend_yield,0.84%,k-etf_rank_dividend_yield.csv
371150,RISE 차이나항셍테크,KR,ETF,0.82,manual,k_etf_rank_dividend_yield,0.82%,k-etf_rank_dividend_yield.csv
496120,ACE 코리아밸류업,KR,ETF,0.82,manual,k_etf_rank_dividend_yield,0.82%,k-etf_rank_dividend_yield.csv
438320,TIGER 차이나항셍테크레버리지(합성 H),KR,ETF,0.82,manual,k_etf_rank_dividend_yield,0.82%,k-etf_rank_dividend_yield.csv
253290,RISE 헬스케어채권혼합,KR,ETF,0.81,manual,k_etf_rank_dividend_yield,0.81%,k-etf_rank_dividend_yield.csv
496090,KIWOOM 코리아밸류업,KR,ETF,0.81,manual,k_etf_rank_dividend_yield,0.81%,k-etf_rank_dividend_yield.csv
0084D0,KIWOOM 미국테크100월간목표헤지액티브,KR,ETF,0.81,manual,k_etf_rank_dividend_yield,0.81%,k-etf_rank_dividend_yield.csv
429760,PLUS 미국S&P500,KR,ETF,0.8,manual,k_etf_rank_dividend_yield,0.80%,k-etf_rank_dividend_yield.csv
469160,ACE 일본반도체,KR,ETF,0.8,manual,k_etf_rank_dividend_yield,0.80%,k-etf_rank_dividend_yield.csv
435040,ACE 글로벌브랜드TOP10,KR,ETF,0.8,manual,k_etf_rank_dividend_yield,0.80%,k-etf_rank_dividend_yield.csv
0153X0,PLUS 미국고배당주액티브,KR,ETF,0.8,manual,k_etf_rank_dividend_yield,0.80%,k-etf_rank_dividend_yield.csv
238670,PLUS 스마트베타Quality채권혼합,KR,ETF,0.79,manual,k_etf_rank_dividend_yield,0.79%,k-etf_rank_dividend_yield.csv
225040,TIGER 미국S&P500레버리지(합성 H),KR,ETF,0.78,manual,k_etf_rank_dividend_yield,0.78%,k-etf_rank_dividend_yield.csv
479730,TIGER 인도빌리언컨슈머,KR,ETF,0.78,manual,k_etf_rank_dividend_yield,0.78%,k-etf_rank_dividend_yield.csv
433330,SOL 미국S&P500,KR,ETF,0.78,manual,k_etf_rank_dividend_yield,0.78%,k-etf_rank_dividend_yield.csv
399110,SOL 미국S&P500ESG,KR,ETF,0.78,manual,k_etf_rank_dividend_yield,0.78%,k-etf_rank_dividend_yield.csv
229720,KODEX KTOP30,KR,ETF,0.77,manual,k_etf_rank_dividend_yield,0.77%,k-etf_rank_dividend_yield.csv
272580,TIGER 단기채권액티브,KR,ETF,0.77,manual,k_etf_rank_dividend_yield,0.77%,k-etf_rank_dividend_yield.csv
385520,KODEX 자율주행액티브,KR,ETF,0.77,manual,k_etf_rank_dividend_yield,0.77%,k-etf_rank_dividend_yield.csv
418660,TIGER 미국나스닥100레버리지(합성),KR,ETF,0.77,manual,k_etf_rank_dividend_yield,0.77%,k-etf_rank_dividend_yield.csv
456680,TIGER 차이나전기차레버리지(합성),KR,ETF,0.76,manual,k_etf_rank_dividend_yield,0.76%,k-etf_rank_dividend_yield.csv
219480,KODEX 미국S&P500선물(H),KR,ETF,0.76,manual,k_etf_rank_dividend_yield,0.76%,k-etf_rank_dividend_yield.csv
0099L0,ACE 우량회사채(AA-이상)액티브,KR,ETF,0.75,manual,k_etf_rank_dividend_yield,0.75%,k-etf_rank_dividend_yield.csv
379810,KODEX 미국나스닥100,KR,ETF,0.75,manual,k_etf_rank_dividend_yield,0.75%,k-etf_rank_dividend_yield.csv
0084E0,KIWOOM 미국대형주500월간목표헤지액티브,KR,ETF,0.75,manual,k_etf_rank_dividend_yield,0.75%,k-etf_rank_dividend_yield.csv
495050,RISE 코리아밸류업,KR,ETF,0.75,manual,k_etf_rank_dividend_yield,0.75%,k-etf_rank_dividend_yield.csv
0026S0,1Q 미국S&P500,KR,ETF,0.75,manual,k_etf_rank_dividend_yield,0.75%,k-etf_rank_dividend_yield.csv
329750,TIGER 미국달러단기채권액티브,KR,ETF,0.75,manual,k_etf_rank_dividend_yield,0.75%,k-etf_rank_dividend_yield.csv
461910,PLUS 미국테크TOP10레버리지(합성),KR,ETF,0.74,manual,k_etf_rank_dividend_yield,0.74%,k-etf_rank_dividend_yield.csv
495750,HANARO 코리아밸류업,KR,ETF,0.74,manual,k_etf_rank_dividend_yield,0.74%,k-etf_rank_dividend_yield.csv
153270,KIWOOM 코스피100,KR,ETF,0.74,manual,k_etf_rank_dividend_yield,0.74%,k-etf_rank_dividend_yield.csv
0052S0,1Q 미국S&P500미국채혼합50액티브,KR,ETF,0.73,manual,k_etf_rank_dividend_yield,0.73%,k-etf_rank_dividend_yield.csv
148020,RISE 200,KR,ETF,0.73,manual,k_etf_rank_dividend_yield,0.73%,k-etf_rank_dividend_yield.csv
337120,KODEX 멀티팩터,KR,ETF,0.73,manual,k_etf_rank_dividend_yield,0.73%,k-etf_rank_dividend_yield.csv
371470,TIGER 차이나바이오테크SOLACTIVE,KR,ETF,0.73,manual,k_etf_rank_dividend_yield,0.73%,k-etf_rank_dividend_yield.csv
434960,DAISHIN343 K200,KR,ETF,0.73,manual,k_etf_rank_dividend_yield,0.73%,k-etf_rank_dividend_yield.csv
213610,KODEX 삼성그룹밸류,KR,ETF,0.72,manual,k_etf_rank_dividend_yield,0.72%,k-etf_rank_dividend_yield.csv
453660,KODEX 미국S&P500경기소비재,KR,ETF,0.72,manual,k_etf_rank_dividend_yield,0.72%,k-etf_rank_dividend_yield.csv
152100,PLUS 200,KR,ETF,0.72,manual,k_etf_rank_dividend_yield,0.72%,k-etf_rank_dividend_yield.csv
256440,ACE MSCI인도네시아(합성),KR,ETF,0.72,manual,k_etf_rank_dividend_yield,0.72%,k-etf_rank_dividend_yield.csv
442560,RISE TDF2040액티브 적격,KR,ETF,0.72,manual,k_etf_rank_dividend_yield,0.72%,k-etf_rank_dividend_yield.csv
491610,1Q CD금리액티브(합성),KR,ETF,0.71,manual,k_etf_rank_dividend_yield,0.71%,k-etf_rank_dividend_yield.csv
102110,TIGER 200,KR,ETF,0.71,manual,k_etf_rank_dividend_yield,0.71%,k-etf_rank_dividend_yield.csv
496080,TIGER 코리아밸류업,KR,ETF,0.71,manual,k_etf_rank_dividend_yield,0.71%,k-etf_rank_dividend_yield.csv
497520,ACE 일라이릴리밸류체인,KR,ETF,0.71,manual,k_etf_rank_dividend_yield,0.71%,k-etf_rank_dividend_yield.csv
407310,HANARO 200 TOP10,KR,ETF,0.71,manual,k_etf_rank_dividend_yield,0.71%,k-etf_rank_dividend_yield.csv
261250,KODEX 미국달러선물레버리지,KR,ETF,0.71,manual,k_etf_rank_dividend_yield,0.71%,k-etf_rank_dividend_yield.csv
225060,TIGER 이머징마켓MSCI레버리지(합성 H),KR,ETF,0.71,manual,k_etf_rank_dividend_yield,0.71%,k-etf_rank_dividend_yield.csv
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,KR,ETF,0.7,manual,k_etf_rank_dividend_yield,0.70%,k-etf_rank_dividend_yield.csv
0043B0,TIGER 머니마켓액티브,KR,ETF,0.7,manual,k_etf_rank_dividend_yield,0.70%,k-etf_rank_dividend_yield.csv
422260,VITA MZ소비액티브,KR,ETF,0.7,manual,k_etf_rank_dividend_yield,0.70%,k-etf_rank_dividend_yield.csv
472840,ITF 200,KR,ETF,0.7,manual,k_etf_rank_dividend_yield,0.70%,k-etf_rank_dividend_yield.csv
117700,KODEX 건설,KR,ETF,0.7,manual,k_etf_rank_dividend_yield,0.70%,k-etf_rank_dividend_yield.csv
226490,KODEX 코스피,KR,ETF,0.7,manual,k_etf_rank_dividend_yield,0.70%,k-etf_rank_dividend_yield.csv
304940,KODEX 미국나스닥100선물(H),KR,ETF,0.7,manual,k_etf_rank_dividend_yield,0.70%,k-etf_rank_dividend_yield.csv
385590,ACE ESG액티브,KR,ETF,0.69,manual,k_etf_rank_dividend_yield,0.69%,k-etf_rank_dividend_yield.csv
404650,SOL KRX기후변화솔루션,KR,ETF,0.69,manual,k_etf_rank_dividend_yield,0.69%,k-etf_rank_dividend_yield.csv
227830,PLUS 코스피,KR,ETF,0.69,manual,k_etf_rank_dividend_yield,0.69%,k-etf_rank_dividend_yield.csv
415760,SOL 차이나육성산업액티브(합성),KR,ETF,0.69,manual,k_etf_rank_dividend_yield,0.69%,k-etf_rank_dividend_yield.csv
404260,KODEX 기후변화솔루션,KR,ETF,0.69,manual,k_etf_rank_dividend_yield,0.69%,k-etf_rank_dividend_yield.csv
0092C0,SOL 27-12 회사채(AA-이상)액티브,KR,ETF,0.68,manual,k_etf_rank_dividend_yield,0.68%,k-etf_rank_dividend_yield.csv
292150,TIGER 코리아TOP10,KR,ETF,0.68,manual,k_etf_rank_dividend_yield,0.68%,k-etf_rank_dividend_yield.csv
234310,RISE V&S셀렉트밸류,KR,ETF,0.68,manual,k_etf_rank_dividend_yield,0.68%,k-etf_rank_dividend_yield.csv
305050,ACE 코스피,KR,ETF,0.68,manual,k_etf_rank_dividend_yield,0.68%,k-etf_rank_dividend_yield.csv
494890,KODEX 200액티브,KR,ETF,0.68,manual,k_etf_rank_dividend_yield,0.68%,k-etf_rank_dividend_yield.csv
495040,PLUS 코리아밸류업,KR,ETF,0.67,manual,k_etf_rank_dividend_yield,0.67%,k-etf_rank_dividend_yield.csv
295000,RISE 국채선물10년,KR,ETF,0.67,manual,k_etf_rank_dividend_yield,0.67%,k-etf_rank_dividend_yield.csv
100910,KIWOOM KRX100,KR,ETF,0.67,manual,k_etf_rank_dividend_yield,0.67%,k-etf_rank_dividend_yield.csv
238720,ACE 일본Nikkei225(H),KR,ETF,0.67,manual,k_etf_rank_dividend_yield,0.67%,k-etf_rank_dividend_yield.csv
069500,KODEX 200,KR,ETF,0.67,manual,k_etf_rank_dividend_yield,0.67%,k-etf_rank_dividend_yield.csv
464930,TIGER 글로벌혁신블루칩TOP10,KR,ETF,0.67,manual,k_etf_rank_dividend_yield,0.67%,k-etf_rank_dividend_yield.csv
0026E0,KODEX 미국S&P500버퍼3월액티브,KR,ETF,0.67,manual,k_etf_rank_dividend_yield,0.67%,k-etf_rank_dividend_yield.csv
407300,HANARO Fn골프테마,KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
219900,ACE 중국본토CSI300레버리지(합성),KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
117460,KODEX 에너지화학,KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
463690,KODEX 미국S&P500커뮤니케이션,KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
461490,RISE 글로벌자산배분액티브,KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
289040,KODEX MSCI KOREA ESG유니버설,KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
277630,TIGER 코스피,KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
204480,TIGER 차이나CSI300레버리지(합성),KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
432840,HANARO 미국S&P500,KR,ETF,0.66,manual,k_etf_rank_dividend_yield,0.66%,k-etf_rank_dividend_yield.csv
228820,TIGER KTOP30,KR,ETF,0.65,manual,k_etf_rank_dividend_yield,0.65%,k-etf_rank_dividend_yield.csv
447660,PLUS 애플채권혼합,KR,ETF,0.65,manual,k_etf_rank_dividend_yield,0.65%,k-etf_rank_dividend_yield.csv
0015K0,TIGER 미국소비트렌드액티브,KR,ETF,0.65,manual,k_etf_rank_dividend_yield,0.65%,k-etf_rank_dividend_yield.csv
375770,KODEX 탄소효율그린뉴딜,KR,ETF,0.65,manual,k_etf_rank_dividend_yield,0.65%,k-etf_rank_dividend_yield.csv
102780,KODEX 삼성그룹,KR,ETF,0.64,manual,k_etf_rank_dividend_yield,0.64%,k-etf_rank_dividend_yield.csv
442260,마이티 다이나믹퀀트액티브,KR,ETF,0.64,manual,k_etf_rank_dividend_yield,0.64%,k-etf_rank_dividend_yield.csv
292190,KODEX KRX300,KR,ETF,0.64,manual,k_etf_rank_dividend_yield,0.64%,k-etf_rank_dividend_yield.csv
293180,HANARO 200,KR,ETF,0.63,manual,k_etf_rank_dividend_yield,0.63%,k-etf_rank_dividend_yield.csv
451060,1Q 200액티브,KR,ETF,0.63,manual,k_etf_rank_dividend_yield,0.63%,k-etf_rank_dividend_yield.csv
337140,KODEX 코스피대형주,KR,ETF,0.63,manual,k_etf_rank_dividend_yield,0.63%,k-etf_rank_dividend_yield.csv
337160,KODEX 200ESG,KR,ETF,0.62,manual,k_etf_rank_dividend_yield,0.62%,k-etf_rank_dividend_yield.csv
152870,파워 200,KR,ETF,0.62,manual,k_etf_rank_dividend_yield,0.62%,k-etf_rank_dividend_yield.csv
108450,ACE 삼성그룹섹터가중,KR,ETF,0.62,manual,k_etf_rank_dividend_yield,0.62%,k-etf_rank_dividend_yield.csv
140950,파워 코스피100,KR,ETF,0.62,manual,k_etf_rank_dividend_yield,0.62%,k-etf_rank_dividend_yield.csv
156080,KODEX MSCI Korea,KR,ETF,0.62,manual,k_etf_rank_dividend_yield,0.62%,k-etf_rank_dividend_yield.csv
237350,KODEX 코스피100,KR,ETF,0.62,manual,k_etf_rank_dividend_yield,0.62%,k-etf_rank_dividend_yield.csv
449170,TIGER KOFR금리액티브(합성),KR,ETF,0.61,manual,k_etf_rank_dividend_yield,0.61%,k-etf_rank_dividend_yield.csv
0021D0,ACE TDF2030액티브 적격,KR,ETF,0.61,manual,k_etf_rank_dividend_yield,0.61%,k-etf_rank_dividend_yield.csv
376410,TIGER 탄소효율그린뉴딜,KR,ETF,0.61,manual,k_etf_rank_dividend_yield,0.61%,k-etf_rank_dividend_yield.csv
491700,HK 200,KR,ETF,0.61,manual,k_etf_rank_dividend_yield,0.61%,k-etf_rank_dividend_yield.csv
0082V0,KODEX TDF2060액티브 적격,KR,ETF,0.61,manual,k_etf_rank_dividend_yield,0.61%,k-etf_rank_dividend_yield.csv
334690,RISE 팔라듐선물(H),KR,ETF,0.6,manual,k_etf_rank_dividend_yield,0.60%,k-etf_rank_dividend_yield.csv
0000H0,KODEX 인도Nifty미드캡100,KR,ETF,0.6,manual,k_etf_rank_dividend_yield,0.60%,k-etf_rank_dividend_yield.csv
409820,KODEX 미국나스닥100레버리지(합성 H),KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
266360,KODEX K콘텐츠,KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
397420,RISE 국채선물5년추종,KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
122090,PLUS 코스피50,KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
275980,TIGER 글로벌4차산업혁신기술(합성 H),KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
138520,TIGER 삼성그룹,KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
292160,TIGER KRX300,KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
292050,RISE KRX300,KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
373490,KODEX 코리아혁신성장액티브,KR,ETF,0.59,manual,k_etf_rank_dividend_yield,0.59%,k-etf_rank_dividend_yield.csv
0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,KR,ETF,0.58,manual,k_etf_rank_dividend_yield,0.58%,k-etf_rank_dividend_yield.csv
475630,TIGER CD1년금리액티브(합성),KR,ETF,0.57,manual,k_etf_rank_dividend_yield,0.57%,k-etf_rank_dividend_yield.csv
442570,RISE TDF2050액티브 적격,KR,ETF,0.57,manual,k_etf_rank_dividend_yield,0.57%,k-etf_rank_dividend_yield.csv
275300,KODEX 우량주,KR,ETF,0.57,manual,k_etf_rank_dividend_yield,0.57%,k-etf_rank_dividend_yield.csv
364690,KODEX 혁신기술테마액티브,KR,ETF,0.57,manual,k_etf_rank_dividend_yield,0.57%,k-etf_rank_dividend_yield.csv
140580,RISE 우량업종대표주,KR,ETF,0.56,manual,k_etf_rank_dividend_yield,0.56%,k-etf_rank_dividend_yield.csv
275280,KODEX 모멘텀주,KR,ETF,0.56,manual,k_etf_rank_dividend_yield,0.56%,k-etf_rank_dividend_yield.csv
452440,VITA 밸류알파액티브,KR,ETF,0.56,manual,k_etf_rank_dividend_yield,0.56%,k-etf_rank_dividend_yield.csv
304760,HANARO KRX300,KR,ETF,0.56,manual,k_etf_rank_dividend_yield,0.56%,k-etf_rank_dividend_yield.csv
479520,RISE KOFR금리액티브(합성),KR,ETF,0.55,manual,k_etf_rank_dividend_yield,0.55%,k-etf_rank_dividend_yield.csv
494410,PLUS 미국S&P500성장주,KR,ETF,0.55,manual,k_etf_rank_dividend_yield,0.55%,k-etf_rank_dividend_yield.csv
448100,WON 200,KR,ETF,0.55,manual,k_etf_rank_dividend_yield,0.55%,k-etf_rank_dividend_yield.csv
453080,KIWOOM 미국나스닥100(H),KR,ETF,0.55,manual,k_etf_rank_dividend_yield,0.55%,k-etf_rank_dividend_yield.csv
375760,HANARO 탄소효율그린뉴딜,KR,ETF,0.55,manual,k_etf_rank_dividend_yield,0.55%,k-etf_rank_dividend_yield.csv
0089B0,PLUS 미국나스닥100미국채혼합50,KR,ETF,0.55,manual,k_etf_rank_dividend_yield,0.55%,k-etf_rank_dividend_yield.csv
471760,TIGER AI반도체핵심공정,KR,ETF,0.54,manual,k_etf_rank_dividend_yield,0.54%,k-etf_rank_dividend_yield.csv
183710,RISE 주식혼합,KR,ETF,0.54,manual,k_etf_rank_dividend_yield,0.54%,k-etf_rank_dividend_yield.csv
298770,KODEX 한국대만IT프리미어,KR,ETF,0.53,manual,k_etf_rank_dividend_yield,0.53%,k-etf_rank_dividend_yield.csv
429010,TIGER 미국나스닥넥스트100,KR,ETF,0.53,manual,k_etf_rank_dividend_yield,0.53%,k-etf_rank_dividend_yield.csv
133690,TIGER 미국나스닥100,KR,ETF,0.53,manual,k_etf_rank_dividend_yield,0.53%,k-etf_rank_dividend_yield.csv
458250,TIGER 미국30년국채스트립액티브(합성 H),KR,ETF,0.53,manual,k_etf_rank_dividend_yield,0.53%,k-etf_rank_dividend_yield.csv
139220,TIGER 200 건설,KR,ETF,0.53,manual,k_etf_rank_dividend_yield,0.53%,k-etf_rank_dividend_yield.csv
433880,PLUS TDF2060액티브 적격,KR,ETF,0.53,manual,k_etf_rank_dividend_yield,0.53%,k-etf_rank_dividend_yield.csv
0153K0,KODEX 주주환원고배당주,KR,ETF,0.52,manual,k_etf_rank_dividend_yield,0.52%,k-etf_rank_dividend_yield.csv
300950,KODEX 게임산업,KR,ETF,0.52,manual,k_etf_rank_dividend_yield,0.52%,k-etf_rank_dividend_yield.csv
228790,TIGER 화장품,KR,ETF,0.51,manual,k_etf_rank_dividend_yield,0.51%,k-etf_rank_dividend_yield.csv
464310,TIGER 글로벌AI&로보틱스 INDXX,KR,ETF,0.51,manual,k_etf_rank_dividend_yield,0.51%,k-etf_rank_dividend_yield.csv
0041E0,KODEX 미국S&P500액티브,KR,ETF,0.51,manual,k_etf_rank_dividend_yield,0.51%,k-etf_rank_dividend_yield.csv
290130,RISE ESG사회책임투자,KR,ETF,0.51,manual,k_etf_rank_dividend_yield,0.51%,k-etf_rank_dividend_yield.csv
465660,TIGER 일본반도체FACTSET,KR,ETF,0.51,manual,k_etf_rank_dividend_yield,0.51%,k-etf_rank_dividend_yield.csv
132030,KODEX 골드선물(H),KR,ETF,0.51,manual,k_etf_rank_dividend_yield,0.51%,k-etf_rank_dividend_yield.csv
291890,KODEX MSCI EM선물(H),KR,ETF,0.51,manual,k_etf_rank_dividend_yield,0.51%,k-etf_rank_dividend_yield.csv
159800,마이티 코스피100,KR,ETF,0.5,manual,k_etf_rank_dividend_yield,0.50%,k-etf_rank_dividend_yield.csv
445150,KODEX 친환경조선해운액티브,KR,ETF,0.5,manual,k_etf_rank_dividend_yield,0.50%,k-etf_rank_dividend_yield.csv
0119H0,KODEX 28-12 회사채(AA-이상)액티브,KR,ETF,0.5,manual,k_etf_rank_dividend_yield,0.50%,k-etf_rank_dividend_yield.csv
292500,SOL KRX300,KR,ETF,0.5,manual,k_etf_rank_dividend_yield,0.50%,k-etf_rank_dividend_yield.csv
381560,HANARO Fn전기&수소차,KR,ETF,0.5,manual,k_etf_rank_dividend_yield,0.50%,k-etf_rank_dividend_yield.csv
285690,FOCUS ESG리더스,KR,ETF,0.49,manual,k_etf_rank_dividend_yield,0.49%,k-etf_rank_dividend_yield.csv
196030,ACE 일본TOPIX레버리지(H),KR,ETF,0.49,manual,k_etf_rank_dividend_yield,0.49%,k-etf_rank_dividend_yield.csv
203780,TIGER 미국나스닥바이오,KR,ETF,0.49,manual,k_etf_rank_dividend_yield,0.49%,k-etf_rank_dividend_yield.csv
404540,TIGER KRX기후변화솔루션,KR,ETF,0.49,manual,k_etf_rank_dividend_yield,0.49%,k-etf_rank_dividend_yield.csv
417630,TIGER KEDI혁신기업ESG30,KR,ETF,0.49,manual,k_etf_rank_dividend_yield,0.49%,k-etf_rank_dividend_yield.csv
157490,TIGER 소프트웨어,KR,ETF,0.49,manual,k_etf_rank_dividend_yield,0.49%,k-etf_rank_dividend_yield.csv
464920,PLUS 일본반도체소부장,KR,ETF,0.49,manual,k_etf_rank_dividend_yield,0.49%,k-etf_rank_dividend_yield.csv
261060,TIGER 코스닥150IT,KR,ETF,0.49,manual,k_etf_rank_dividend_yield,0.49%,k-etf_rank_dividend_yield.csv
305080,TIGER 미국채10년선물,KR,ETF,0.48,manual,k_etf_rank_dividend_yield,0.48%,k-etf_rank_dividend_yield.csv
368590,RISE 미국나스닥100,KR,ETF,0.48,manual,k_etf_rank_dividend_yield,0.48%,k-etf_rank_dividend_yield.csv
469790,KIWOOM 코리아테크TOP10,KR,ETF,0.47,manual,k_etf_rank_dividend_yield,0.47%,k-etf_rank_dividend_yield.csv
390400,KODEX 미국스마트모빌리티S&P,KR,ETF,0.47,manual,k_etf_rank_dividend_yield,0.47%,k-etf_rank_dividend_yield.csv
448300,TIGER 미국나스닥100(H),KR,ETF,0.47,manual,k_etf_rank_dividend_yield,0.47%,k-etf_rank_dividend_yield.csv
449190,KODEX 미국나스닥100(H),KR,ETF,0.47,manual,k_etf_rank_dividend_yield,0.47%,k-etf_rank_dividend_yield.csv
401470,KODEX 메타버스액티브,KR,ETF,0.47,manual,k_etf_rank_dividend_yield,0.47%,k-etf_rank_dividend_yield.csv
277640,TIGER 코스피대형주,KR,ETF,0.46,manual,k_etf_rank_dividend_yield,0.46%,k-etf_rank_dividend_yield.csv
0103T0,1Q K소버린AI,KR,ETF,0.44,manual,k_etf_rank_dividend_yield,0.44%,k-etf_rank_dividend_yield.csv
367380,ACE 미국나스닥100,KR,ETF,0.43,manual,k_etf_rank_dividend_yield,0.43%,k-etf_rank_dividend_yield.csv
417450,RISE 글로벌수소경제,KR,ETF,0.43,manual,k_etf_rank_dividend_yield,0.43%,k-etf_rank_dividend_yield.csv
0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,KR,ETF,0.43,manual,k_etf_rank_dividend_yield,0.43%,k-etf_rank_dividend_yield.csv
461950,KODEX 2차전지핵심소재10,KR,ETF,0.42,manual,k_etf_rank_dividend_yield,0.42%,k-etf_rank_dividend_yield.csv
463680,KODEX 미국S&P500테크놀로지,KR,ETF,0.42,manual,k_etf_rank_dividend_yield,0.42%,k-etf_rank_dividend_yield.csv
483330,ACE 마이크로소프트밸류체인액티브,KR,ETF,0.41,manual,k_etf_rank_dividend_yield,0.41%,k-etf_rank_dividend_yield.csv
469050,RISE 미국반도체NYSE(H),KR,ETF,0.41,manual,k_etf_rank_dividend_yield,0.41%,k-etf_rank_dividend_yield.csv
139230,TIGER 200 중공업,KR,ETF,0.41,manual,k_etf_rank_dividend_yield,0.41%,k-etf_rank_dividend_yield.csv
105780,RISE 5대그룹주,KR,ETF,0.41,manual,k_etf_rank_dividend_yield,0.41%,k-etf_rank_dividend_yield.csv
