ticker,assetName,market,assetType,dividendYield,yieldStatus,yieldSource,rawSourceValue,sourceFile
267290,경동도시가스,KR,stock,4.1,manual,krx_stock_cash_dividend_yield,4.1,data_5456_20260525.xlsx
011040,경동제약,KR,stock,4.9,manual,krx_stock_cash_dividend_yield,4.9,data_5456_20260525.xlsx
000050,경방,KR,stock,1.7,manual,krx_stock_cash_dividend_yield,1.7,data_5456_20260525.xlsx
214390,경보제약,KR,stock,0.8,manual,krx_stock_cash_dividend_yield,0.8,data_5456_20260525.xlsx
012610,경인양행,KR,stock,1.1,manual,krx_stock_cash_dividend_yield,1.1,data_5456_20260525.xlsx
009140,경인전자,KR,stock,2.4,manual,krx_stock_cash_dividend_yield,2.4,data_5456_20260525.xlsx
013580,계룡건설산업,KR,stock,3.0,manual,krx_stock_cash_dividend_yield,3,data_5456_20260525.xlsx
002140,고려산업,KR,stock,1.6,manual,krx_stock_cash_dividend_yield,1.6,data_5456_20260525.xlsx
049720,고려신용정보,KR,stock,4.6,manual,krx_stock_cash_dividend_yield,4.6,data_5456_20260525.xlsx
010130,고려아연,KR,stock,1.5,manual,krx_stock_cash_dividend_yield,1.5,data_5456_20260525.xlsx
002240,고려제강,KR,stock,1.7,manual,krx_stock_cash_dividend_yield,1.7,data_5456_20260525.xlsx
014570,고려제약,KR,stock,4.12,manual,krx_stock_cash_dividend_yield,4.12,data_5456_20260525.xlsx
950190,고스트스튜디오,KR,stock,6.18,manual,krx_stock_cash_dividend_yield,6.18,data_5456_20260525.xlsx
098460,고영,KR,stock,0.4,manual,krx_stock_cash_dividend_yield,0.4,data_5456_20260525.xlsx
215000,골프존,KR,stock,6.5,manual,krx_stock_cash_dividend_yield,6.5,data_5456_20260525.xlsx
121440,골프존홀딩스,KR,stock,4.7,manual,krx_stock_cash_dividend_yield,4.7,data_5456_20260525.xlsx
366030,공구우먼,KR,stock,1.34,manual,krx_stock_cash_dividend_yield,1.34,data_5456_20260525.xlsx
009290,광동제약,KR,stock,1.1,manual,krx_stock_cash_dividend_yield,1.1,data_5456_20260525.xlsx
017900,광전자,KR,stock,2.77,manual,krx_stock_cash_dividend_yield,2.77,data_5456_20260525.xlsx
037710,광주신세계,KR,stock,7.13,manual,krx_stock_cash_dividend_yield,7.13,data_5456_20260525.xlsx
030610,교보증권,KR,stock,4.7,manual,krx_stock_cash_dividend_yield,4.7,data_5456_20260525.xlsx
339770,교촌에프앤비,KR,stock,6.9,manual,krx_stock_cash_dividend_yield,6.9,data_5456_20260525.xlsx
053270,구영테크,KR,stock,3.29,manual,krx_stock_cash_dividend_yield,3.29,data_5456_20260525.xlsx
007690,국도화학,KR,stock,3.5,manual,krx_stock_cash_dividend_yield,3.5,data_5456_20260525.xlsx
066620,국보디자인,KR,stock,2.15,manual,krx_stock_cash_dividend_yield,2.15,data_5456_20260525.xlsx
043650,국순당,KR,stock,1.92,manual,krx_stock_cash_dividend_yield,1.92,data_5456_20260525.xlsx
060480,국일신동,KR,stock,1.9,manual,krx_stock_cash_dividend_yield,1.9,data_5456_20260525.xlsx
002720,국제약품,KR,stock,0.6,manual,krx_stock_cash_dividend_yield,0.6,data_5456_20260525.xlsx
035080,그래디언트,KR,stock,1.7,manual,krx_stock_cash_dividend_yield,1.7,data_5456_20260525.xlsx
204020,그리티,KR,stock,4.9,manual,krx_stock_cash_dividend_yield,4.9,data_5456_20260525.xlsx
083420,그린케미칼,KR,stock,4.3,manual,krx_stock_cash_dividend_yield,4.3,data_5456_20260525.xlsx
014530,극동유화,KR,stock,5.69,manual,krx_stock_cash_dividend_yield,5.69,data_5456_20260525.xlsx
014280,금강공업,KR,stock,1.73,manual,krx_stock_cash_dividend_yield,1.73,data_5456_20260525.xlsx
053260,금강철강,KR,stock,4.1,manual,krx_stock_cash_dividend_yield,4.1,data_5456_20260525.xlsx
008870,금비,KR,stock,1.9,manual,krx_stock_cash_dividend_yield,1.9,data_5456_20260525.xlsx
002990,금호건설,KR,stock,4.1,manual,krx_stock_cash_dividend_yield,4.1,data_5456_20260525.xlsx
011780,금호석유화학,KR,stock,1.4,manual,krx_stock_cash_dividend_yield,1.4,data_5456_20260525.xlsx
036190,금화피에스시,KR,stock,5.2,manual,krx_stock_cash_dividend_yield,5.2,data_5456_20260525.xlsx
420770,기가비스,KR,stock,2.6,manual,krx_stock_cash_dividend_yield,2.6,data_5456_20260525.xlsx
092440,기신정기,KR,stock,4.2,manual,krx_stock_cash_dividend_yield,4.2,data_5456_20260525.xlsx
000270,기아,KR,stock,4.2,manual,krx_stock_cash_dividend_yield,4.2,data_5456_20260525.xlsx
024110,기업은행,KR,stock,4.2,manual,krx_stock_cash_dividend_yield,4.2,data_5456_20260525.xlsx
013700,까뮤이앤씨,KR,stock,2.5,manual,krx_stock_cash_dividend_yield,2.5,data_5456_20260525.xlsx
121600,나노신소재,KR,stock,0.47,manual,krx_stock_cash_dividend_yield,0.47,data_5456_20260525.xlsx
244880,나눔테크,KR,stock,4.18,manual,krx_stock_cash_dividend_yield,4.18,data_5456_20260525.xlsx
051490,나라엠앤디,KR,stock,2.3,manual,krx_stock_cash_dividend_yield,2.3,data_5456_20260525.xlsx
190510,나무가,KR,stock,3.9,manual,krx_stock_cash_dividend_yield,3.9,data_5456_20260525.xlsx
293580,나우IB,KR,stock,1.5,manual,krx_stock_cash_dividend_yield,1.5,data_5456_20260525.xlsx
130580,나이스디앤비,KR,stock,3.9,manual,krx_stock_cash_dividend_yield,3.9,data_5456_20260525.xlsx
036800,나이스정보통신,KR,stock,4.3,manual,krx_stock_cash_dividend_yield,4.3,data_5456_20260525.xlsx
004270,남성,KR,stock,2.7,manual,krx_stock_cash_dividend_yield,2.7,data_5456_20260525.xlsx
003920,남양유업,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
025860,남해화학,KR,stock,1.3,manual,krx_stock_cash_dividend_yield,1.3,data_5456_20260525.xlsx
111710,남화산업,KR,stock,4.5,manual,krx_stock_cash_dividend_yield,4.5,data_5456_20260525.xlsx
091590,남화토건,KR,stock,2.55,manual,krx_stock_cash_dividend_yield,2.55,data_5456_20260525.xlsx
253590,네오셈,KR,stock,1.04,manual,krx_stock_cash_dividend_yield,1.04,data_5456_20260525.xlsx
212560,네오오토,KR,stock,2.4,manual,krx_stock_cash_dividend_yield,2.4,data_5456_20260525.xlsx
095660,네오위즈,KR,stock,1.2,manual,krx_stock_cash_dividend_yield,1.2,data_5456_20260525.xlsx
042420,네오위즈홀딩스,KR,stock,1.9,manual,krx_stock_cash_dividend_yield,1.9,data_5456_20260525.xlsx
311390,네오크레마,KR,stock,1.1,manual,krx_stock_cash_dividend_yield,1.1,data_5456_20260525.xlsx
085910,네오티스,KR,stock,2.28,manual,krx_stock_cash_dividend_yield,2.28,data_5456_20260525.xlsx
092730,네오팜,KR,stock,3.9,manual,krx_stock_cash_dividend_yield,3.9,data_5456_20260525.xlsx
005720,넥센,KR,stock,2.6,manual,krx_stock_cash_dividend_yield,2.6,data_5456_20260525.xlsx
002350,넥센타이어,KR,stock,2.6,manual,krx_stock_cash_dividend_yield,2.6,data_5456_20260525.xlsx
348210,넥스틴,KR,stock,0.72,manual,krx_stock_cash_dividend_yield,0.72,data_5456_20260525.xlsx
092790,넥스틸,KR,stock,8.12,manual,krx_stock_cash_dividend_yield,8.12,data_5456_20260525.xlsx
251270,넷마블,KR,stock,1.7,manual,krx_stock_cash_dividend_yield,1.7,data_5456_20260525.xlsx
090350,노루페인트,KR,stock,4.6,manual,krx_stock_cash_dividend_yield,4.6,data_5456_20260525.xlsx
000320,노루홀딩스,KR,stock,2.7,manual,krx_stock_cash_dividend_yield,2.7,data_5456_20260525.xlsx
194700,노바렉스,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
285490,노바텍,KR,stock,13.1,manual,krx_stock_cash_dividend_yield,13.1,data_5456_20260525.xlsx
006280,녹십자,KR,stock,0.9,manual,krx_stock_cash_dividend_yield,0.9,data_5456_20260525.xlsx
234690,녹십자웰빙,KR,stock,1.5,manual,krx_stock_cash_dividend_yield,1.5,data_5456_20260525.xlsx
005250,녹십자홀딩스,KR,stock,2.0,manual,krx_stock_cash_dividend_yield,2,data_5456_20260525.xlsx
004370,농심,KR,stock,1.47,manual,krx_stock_cash_dividend_yield,1.47,data_5456_20260525.xlsx
072710,농심홀딩스,KR,stock,3.4,manual,krx_stock_cash_dividend_yield,3.4,data_5456_20260525.xlsx
060260,뉴보텍,KR,stock,0.8,manual,krx_stock_cash_dividend_yield,0.8,data_5456_20260525.xlsx
144960,뉴파워프라즈마,KR,stock,1.0,manual,krx_stock_cash_dividend_yield,1,data_5456_20260525.xlsx
085670,뉴프렉스,KR,stock,1.98,manual,krx_stock_cash_dividend_yield,1.98,data_5456_20260525.xlsx
039560,다산네트웍스,KR,stock,0.52,manual,krx_stock_cash_dividend_yield,0.52,data_5456_20260525.xlsx
030210,다올투자증권,KR,stock,5.3,manual,krx_stock_cash_dividend_yield,5.3,data_5456_20260525.xlsx
023590,다우기술,KR,stock,3.0,manual,krx_stock_cash_dividend_yield,3,data_5456_20260525.xlsx
032190,다우데이타,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
483650,달바글로벌,KR,stock,1.7,manual,krx_stock_cash_dividend_yield,1.7,data_5456_20260525.xlsx
019680,대교,KR,stock,3.1,manual,krx_stock_cash_dividend_yield,3.1,data_5456_20260525.xlsx
008060,대덕,KR,stock,10.1,manual,krx_stock_cash_dividend_yield,10.1,data_5456_20260525.xlsx
353200,대덕전자,KR,stock,0.8,manual,krx_stock_cash_dividend_yield,0.8,data_5456_20260525.xlsx
000490,대동,KR,stock,1.0,manual,krx_stock_cash_dividend_yield,1,data_5456_20260525.xlsx
020400,대동금속,KR,stock,0.9,manual,krx_stock_cash_dividend_yield,0.9,data_5456_20260525.xlsx
008830,대동기어,KR,stock,0.2,manual,krx_stock_cash_dividend_yield,0.2,data_5456_20260525.xlsx
048470,대동스틸,KR,stock,1.05,manual,krx_stock_cash_dividend_yield,1.05,data_5456_20260525.xlsx
004780,대륙제관,KR,stock,4.0,manual,krx_stock_cash_dividend_yield,4,data_5456_20260525.xlsx
005750,대림바스,KR,stock,3.7,manual,krx_stock_cash_dividend_yield,3.7,data_5456_20260525.xlsx
017650,대림제지,KR,stock,1.2,manual,krx_stock_cash_dividend_yield,1.2,data_5456_20260525.xlsx
317850,대모,KR,stock,0.76,manual,krx_stock_cash_dividend_yield,0.76,data_5456_20260525.xlsx
078140,대봉엘에스,KR,stock,0.4,manual,krx_stock_cash_dividend_yield,0.4,data_5456_20260525.xlsx
001680,대상,KR,stock,3.6,manual,krx_stock_cash_dividend_yield,3.6,data_5456_20260525.xlsx
084690,대상홀딩스,KR,stock,3.2,manual,krx_stock_cash_dividend_yield,3.2,data_5456_20260525.xlsx
036480,대성미생물,KR,stock,1.0,manual,krx_stock_cash_dividend_yield,1,data_5456_20260525.xlsx
128820,대성산업,KR,stock,4.72,manual,krx_stock_cash_dividend_yield,4.72,data_5456_20260525.xlsx
117580,대성에너지,KR,stock,3.1,manual,krx_stock_cash_dividend_yield,3.1,data_5456_20260525.xlsx
016710,대성홀딩스,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
020180,대신정보통신,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
003540,대신증권,KR,stock,3.1,manual,krx_stock_cash_dividend_yield,3.1,data_5456_20260525.xlsx
108380,대양전기공업,KR,stock,0.66,manual,krx_stock_cash_dividend_yield,0.66,data_5456_20260525.xlsx
003090,대웅,KR,stock,0.9,manual,krx_stock_cash_dividend_yield,0.9,data_5456_20260525.xlsx
069620,대웅제약,KR,stock,0.3,manual,krx_stock_cash_dividend_yield,0.3,data_5456_20260525.xlsx
007680,대원,KR,stock,4.98,manual,krx_stock_cash_dividend_yield,4.98,data_5456_20260525.xlsx
000430,대원강업,KR,stock,2.73,manual,krx_stock_cash_dividend_yield,2.73,data_5456_20260525.xlsx
048910,대원미디어,KR,stock,2.0,manual,krx_stock_cash_dividend_yield,2,data_5456_20260525.xlsx
005710,대원산업,KR,stock,1.7,manual,krx_stock_cash_dividend_yield,1.7,data_5456_20260525.xlsx
003220,대원제약,KR,stock,2.1,manual,krx_stock_cash_dividend_yield,2.1,data_5456_20260525.xlsx
120240,대정화금,KR,stock,3.6,manual,krx_stock_cash_dividend_yield,3.6,data_5456_20260525.xlsx
003310,대주산업,KR,stock,1.4,manual,krx_stock_cash_dividend_yield,1.4,data_5456_20260525.xlsx
078600,대주전자재료,KR,stock,0.15,manual,krx_stock_cash_dividend_yield,0.15,data_5456_20260525.xlsx
015230,대창단조,KR,stock,2.82,manual,krx_stock_cash_dividend_yield,2.82,data_5456_20260525.xlsx
140520,대창스틸,KR,stock,6.7,manual,krx_stock_cash_dividend_yield,6.7,data_5456_20260525.xlsx
131220,대한과학,KR,stock,2.6,manual,krx_stock_cash_dividend_yield,2.6,data_5456_20260525.xlsx
054670,대한뉴팜,KR,stock,1.4,manual,krx_stock_cash_dividend_yield,1.4,data_5456_20260525.xlsx
023910,대한약품,KR,stock,3.3,manual,krx_stock_cash_dividend_yield,3.3,data_5456_20260525.xlsx
006650,대한유화,KR,stock,0.88,manual,krx_stock_cash_dividend_yield,0.88,data_5456_20260525.xlsx
084010,대한제강,KR,stock,2.5,manual,krx_stock_cash_dividend_yield,2.5,data_5456_20260525.xlsx
001790,대한제당,KR,stock,4.0,manual,krx_stock_cash_dividend_yield,4,data_5456_20260525.xlsx
001130,대한제분,KR,stock,2.6,manual,krx_stock_cash_dividend_yield,2.6,data_5456_20260525.xlsx
439260,대한조선,KR,stock,0.3,manual,krx_stock_cash_dividend_yield,0.3,data_5456_20260525.xlsx
003490,대한항공,KR,stock,3.22,manual,krx_stock_cash_dividend_yield,3.22,data_5456_20260525.xlsx
003830,대한화섬,KR,stock,0.6,manual,krx_stock_cash_dividend_yield,0.6,data_5456_20260525.xlsx
016090,대현,KR,stock,4.5,manual,krx_stock_cash_dividend_yield,4.5,data_5456_20260525.xlsx
067080,대화제약,KR,stock,0.9,manual,krx_stock_cash_dividend_yield,0.9,data_5456_20260525.xlsx
298540,더네이쳐홀딩스,KR,stock,5.43,manual,krx_stock_cash_dividend_yield,5.43,data_5456_20260525.xlsx
475560,더본코리아,KR,stock,2.3,manual,krx_stock_cash_dividend_yield,2.3,data_5456_20260525.xlsx
192080,더블유게임즈,KR,stock,2.2,manual,krx_stock_cash_dividend_yield,2.2,data_5456_20260525.xlsx
012510,더존비즈온,KR,stock,0.7,manual,krx_stock_cash_dividend_yield,0.7,data_5456_20260525.xlsx
462860,더즌,KR,stock,0.8,manual,krx_stock_cash_dividend_yield,0.8,data_5456_20260525.xlsx
004830,덕성,KR,stock,2.3,manual,krx_stock_cash_dividend_yield,2.3,data_5456_20260525.xlsx
145720,덴티움,KR,stock,1.2,manual,krx_stock_cash_dividend_yield,1.2,data_5456_20260525.xlsx
067990,도이치모터스,KR,stock,8.3,manual,krx_stock_cash_dividend_yield,8.3,data_5456_20260525.xlsx
002150,도화엔지니어링,KR,stock,4.7,manual,krx_stock_cash_dividend_yield,4.7,data_5456_20260525.xlsx
006620,동구바이오제약,KR,stock,2.2,manual,krx_stock_cash_dividend_yield,2.2,data_5456_20260525.xlsx
005160,동국산업,KR,stock,5.1,manual,krx_stock_cash_dividend_yield,5.1,data_5456_20260525.xlsx
460850,동국씨엠,KR,stock,5.7,manual,krx_stock_cash_dividend_yield,5.7,data_5456_20260525.xlsx
075970,동국알앤에스,KR,stock,3.4,manual,krx_stock_cash_dividend_yield,3.4,data_5456_20260525.xlsx
460860,동국제강,KR,stock,4.4,manual,krx_stock_cash_dividend_yield,4.4,data_5456_20260525.xlsx
086450,동국제약,KR,stock,1.1,manual,krx_stock_cash_dividend_yield,1.1,data_5456_20260525.xlsx
001230,동국홀딩스,KR,stock,1.2,manual,krx_stock_cash_dividend_yield,1.2,data_5456_20260525.xlsx
023450,동남합성,KR,stock,2.9,manual,krx_stock_cash_dividend_yield,2.9,data_5456_20260525.xlsx
004140,동방,KR,stock,1.1,manual,krx_stock_cash_dividend_yield,1.1,data_5456_20260525.xlsx
007590,동방아그로,KR,stock,5.2,manual,krx_stock_cash_dividend_yield,5.2,data_5456_20260525.xlsx
005960,동부건설,KR,stock,5.2,manual,krx_stock_cash_dividend_yield,5.2,data_5456_20260525.xlsx
026960,동서,KR,stock,3.9,manual,krx_stock_cash_dividend_yield,3.9,data_5456_20260525.xlsx
102260,동성케미컬,KR,stock,3.4,manual,krx_stock_cash_dividend_yield,3.4,data_5456_20260525.xlsx
033500,동성화인텍,KR,stock,1.5,manual,krx_stock_cash_dividend_yield,1.5,data_5456_20260525.xlsx
025950,동신건설,KR,stock,0.83,manual,krx_stock_cash_dividend_yield,0.83,data_5456_20260525.xlsx
000640,동아쏘시오홀딩스,KR,stock,0.8,manual,krx_stock_cash_dividend_yield,0.8,data_5456_20260525.xlsx
170900,동아에스티,KR,stock,1.3,manual,krx_stock_cash_dividend_yield,1.3,data_5456_20260525.xlsx
088130,동아엘텍,KR,stock,3.76,manual,krx_stock_cash_dividend_yield,3.76,data_5456_20260525.xlsx
028100,동아지질,KR,stock,3.3,manual,krx_stock_cash_dividend_yield,3.3,data_5456_20260525.xlsx
060380,동양에스텍,KR,stock,3.1,manual,krx_stock_cash_dividend_yield,3.1,data_5456_20260525.xlsx
079960,동양이엔피,KR,stock,1.7,manual,krx_stock_cash_dividend_yield,1.7,data_5456_20260525.xlsx
088910,동우팜투테이블,KR,stock,2.4,manual,krx_stock_cash_dividend_yield,2.4,data_5456_20260525.xlsx
094170,동운아나텍,KR,stock,0.61,manual,krx_stock_cash_dividend_yield,0.61,data_5456_20260525.xlsx
013120,동원개발,KR,stock,3.17,manual,krx_stock_cash_dividend_yield,3.17,data_5456_20260525.xlsx
018500,동원금속,KR,stock,3.6,manual,krx_stock_cash_dividend_yield,3.6,data_5456_20260525.xlsx
006040,동원산업,KR,stock,2.9,manual,krx_stock_cash_dividend_yield,2.9,data_5456_20260525.xlsx
014820,동원시스템즈,KR,stock,2.1,manual,krx_stock_cash_dividend_yield,2.1,data_5456_20260525.xlsx
111380,동인기연,KR,stock,4.78,manual,krx_stock_cash_dividend_yield,4.78,data_5456_20260525.xlsx
163560,동일고무벨트,KR,stock,2.2,manual,krx_stock_cash_dividend_yield,2.2,data_5456_20260525.xlsx
109860,동일금속,KR,stock,4.02,manual,krx_stock_cash_dividend_yield,4.02,data_5456_20260525.xlsx
032960,동일기연,KR,stock,3.0,manual,krx_stock_cash_dividend_yield,3,data_5456_20260525.xlsx
004890,동일산업,KR,stock,2.5,manual,krx_stock_cash_dividend_yield,2.5,data_5456_20260525.xlsx
005290,동진쎄미켐,KR,stock,1.7,manual,krx_stock_cash_dividend_yield,1.7,data_5456_20260525.xlsx
000020,동화약품,KR,stock,0.99,manual,krx_stock_cash_dividend_yield,0.99,data_5456_20260525.xlsx
000150,두산,KR,stock,0.4,manual,krx_stock_cash_dividend_yield,0.4,data_5456_20260525.xlsx
241560,두산밥캣,KR,stock,2.7,manual,krx_stock_cash_dividend_yield,2.7,data_5456_20260525.xlsx
131970,두산테스나,KR,stock,0.3,manual,krx_stock_cash_dividend_yield,0.3,data_5456_20260525.xlsx
016740,두올,KR,stock,3.2,manual,krx_stock_cash_dividend_yield,3.2,data_5456_20260525.xlsx
362990,드림인사이트,KR,stock,1.1,manual,krx_stock_cash_dividend_yield,1.1,data_5456_20260525.xlsx
192650,드림텍,KR,stock,3.2,manual,krx_stock_cash_dividend_yield,3.2,data_5456_20260525.xlsx
187870,디바이스,KR,stock,4.5,manual,krx_stock_cash_dividend_yield,4.5,data_5456_20260525.xlsx
024090,디씨엠,KR,stock,6.31,manual,krx_stock_cash_dividend_yield,6.31,data_5456_20260525.xlsx
003160,디아이,KR,stock,1.2,manual,krx_stock_cash_dividend_yield,1.2,data_5456_20260525.xlsx
001530,디아이동일,KR,stock,0.48,manual,krx_stock_cash_dividend_yield,0.48,data_5456_20260525.xlsx
110990,디아이티,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
263690,디알젬,KR,stock,3.25,manual,krx_stock_cash_dividend_yield,3.25,data_5456_20260525.xlsx
376300,디어유,KR,stock,0.85,manual,krx_stock_cash_dividend_yield,0.85,data_5456_20260525.xlsx
092070,디엔에프,KR,stock,0.5,manual,krx_stock_cash_dividend_yield,0.5,data_5456_20260525.xlsx
013570,디와이,KR,stock,3.2,manual,krx_stock_cash_dividend_yield,3.2,data_5456_20260525.xlsx
024900,디와이덕양,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
310870,디와이씨,KR,stock,1.5,manual,krx_stock_cash_dividend_yield,1.5,data_5456_20260525.xlsx
210540,디와이파워,KR,stock,3.7,manual,krx_stock_cash_dividend_yield,3.7,data_5456_20260525.xlsx
104460,디와이피엔에프,KR,stock,4.82,manual,krx_stock_cash_dividend_yield,4.82,data_5456_20260525.xlsx
043360,디지아이,KR,stock,0.0,manual,krx_stock_cash_dividend_yield,0,data_5456_20260525.xlsx
068930,디지털대성,KR,stock,6.0,manual,krx_stock_cash_dividend_yield,6,data_5456_20260525.xlsx
033130,디지틀조선,KR,stock,2.4,manual,krx_stock_cash_dividend_yield,2.4,data_5456_20260525.xlsx
105740,디케이락,KR,stock,3.0,manual,krx_stock_cash_dividend_yield,3,data_5456_20260525.xlsx
263020,디케이앤디,KR,stock,3.2,manual,krx_stock_cash_dividend_yield,3.2,data_5456_20260525.xlsx
187220,디티앤씨,KR,stock,4.08,manual,krx_stock_cash_dividend_yield,4.08,data_5456_20260525.xlsx
131180,딜리,KR,stock,9.1,manual,krx_stock_cash_dividend_yield,9.1,data_5456_20260525.xlsx
232680,라온로보틱스,KR,stock,1.9,manual,krx_stock_cash_dividend_yield,1.9,data_5456_20260525.xlsx
171120,라이온켐텍,KR,stock,4.5,manual,krx_stock_cash_dividend_yield,4.5,data_5456_20260525.xlsx
217500,러셀,KR,stock,1.5,manual,krx_stock_cash_dividend_yield,1.5,data_5456_20260525.xlsx
038390,레드캡투어,KR,stock,6.2,manual,krx_stock_cash_dividend_yield,6.2,data_5456_20260525.xlsx
228850,레이언스,KR,stock,5.7,manual,krx_stock_cash_dividend_yield,5.7,data_5456_20260525.xlsx
281740,레이크머티리얼즈,KR,stock,0.2,manual,krx_stock_cash_dividend_yield,0.2,data_5456_20260525.xlsx
067730,로지시스,KR,stock,5.4,manual,krx_stock_cash_dividend_yield,5.4,data_5456_20260525.xlsx
071280,로체시스템즈,KR,stock,0.57,manual,krx_stock_cash_dividend_yield,0.57,data_5456_20260525.xlsx
089860,롯데렌탈,KR,stock,3.7,manual,krx_stock_cash_dividend_yield,3.7,data_5456_20260525.xlsx
023530,롯데쇼핑,KR,stock,4.6,manual,krx_stock_cash_dividend_yield,4.6,data_5456_20260525.xlsx
280360,롯데웰푸드,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
286940,롯데이노베이트,KR,stock,3.1,manual,krx_stock_cash_dividend_yield,3.1,data_5456_20260525.xlsx
004000,롯데정밀화학,KR,stock,3.1,manual,krx_stock_cash_dividend_yield,3.1,data_5456_20260525.xlsx
004990,롯데지주,KR,stock,4.0,manual,krx_stock_cash_dividend_yield,4,data_5456_20260525.xlsx
005300,롯데칠성음료,KR,stock,2.6,manual,krx_stock_cash_dividend_yield,2.6,data_5456_20260525.xlsx
011170,롯데케미칼,KR,stock,1.27,manual,krx_stock_cash_dividend_yield,1.27,data_5456_20260525.xlsx
071840,롯데하이마트,KR,stock,4.1,manual,krx_stock_cash_dividend_yield,4.1,data_5456_20260525.xlsx
058470,리노공업,KR,stock,1.3,manual,krx_stock_cash_dividend_yield,1.3,data_5456_20260525.xlsx
012700,리드코프,KR,stock,3.94,manual,krx_stock_cash_dividend_yield,3.94,data_5456_20260525.xlsx
377450,리파인,KR,stock,2.2,manual,krx_stock_cash_dividend_yield,2.2,data_5456_20260525.xlsx
277070,린드먼아시아,KR,stock,5.0,manual,krx_stock_cash_dividend_yield,5,data_5456_20260525.xlsx
042500,링네트,KR,stock,7.4,manual,krx_stock_cash_dividend_yield,7.4,data_5456_20260525.xlsx
098120,마이크로컨텍솔,KR,stock,0.6,manual,krx_stock_cash_dividend_yield,0.6,data_5456_20260525.xlsx
038290,마크로젠,KR,stock,2.8,manual,krx_stock_cash_dividend_yield,2.8,data_5456_20260525.xlsx
267980,매일유업,KR,stock,3.63,manual,krx_stock_cash_dividend_yield,3.63,data_5456_20260525.xlsx
005990,매일홀딩스,KR,stock,2.19,manual,krx_stock_cash_dividend_yield,2.19,data_5456_20260525.xlsx
093520,매커스,KR,stock,5.4,manual,krx_stock_cash_dividend_yield,5.4,data_5456_20260525.xlsx
067280,멀티캠퍼스,KR,stock,4.1,manual,krx_stock_cash_dividend_yield,4.1,data_5456_20260525.xlsx
072870,메가스터디,KR,stock,11.5,manual,krx_stock_cash_dividend_yield,11.5,data_5456_20260525.xlsx
215200,메가스터디교육,KR,stock,6.6,manual,krx_stock_cash_dividend_yield,6.6,data_5456_20260525.xlsx
133750,메가엠디,KR,stock,3.3,manual,krx_stock_cash_dividend_yield,3.3,data_5456_20260525.xlsx
086900,메디톡스,KR,stock,1.0,manual,krx_stock_cash_dividend_yield,1,data_5456_20260525.xlsx
408920,메쎄이상,KR,stock,3.5,manual,krx_stock_cash_dividend_yield,3.5,data_5456_20260525.xlsx
241770,메카로,KR,stock,1.01,manual,krx_stock_cash_dividend_yield,1.01,data_5456_20260525.xlsx
059210,메타바이오메드,KR,stock,2.1,manual,krx_stock_cash_dividend_yield,2.1,data_5456_20260525.xlsx
009900,명신산업,KR,stock,1.11,manual,krx_stock_cash_dividend_yield,1.11,data_5456_20260525.xlsx
317450,명인제약,KR,stock,2.1,manual,krx_stock_cash_dividend_yield,2.1,data_5456_20260525.xlsx
005360,모나미,KR,stock,1.5,manual,krx_stock_cash_dividend_yield,1.5,data_5456_20260525.xlsx
417970,모델솔루션,KR,stock,1.51,manual,krx_stock_cash_dividend_yield,1.51,data_5456_20260525.xlsx
080160,모두투어,KR,stock,3.39,manual,krx_stock_cash_dividend_yield,3.39,data_5456_20260525.xlsx
101330,모베이스,KR,stock,4.35,manual,krx_stock_cash_dividend_yield,4.35,data_5456_20260525.xlsx
012860,모베이스전자,KR,stock,2.89,manual,krx_stock_cash_dividend_yield,2.89,data_5456_20260525.xlsx
363260,모비데이즈,KR,stock,2.53,manual,krx_stock_cash_dividend_yield,2.53,data_5456_20260525.xlsx
009680,모토닉,KR,stock,6.8,manual,krx_stock_cash_dividend_yield,6.8,data_5456_20260525.xlsx
009580,무림P&P,KR,stock,5.1,manual,krx_stock_cash_dividend_yield,5.1,data_5456_20260525.xlsx
001810,무림SP,KR,stock,1.0,manual,krx_stock_cash_dividend_yield,1,data_5456_20260525.xlsx
009200,무림페이퍼,KR,stock,6.3,manual,krx_stock_cash_dividend_yield,6.3,data_5456_20260525.xlsx
008420,문배철강,KR,stock,2.38,manual,krx_stock_cash_dividend_yield,2.38,data_5456_20260525.xlsx
095500,미래나노텍,KR,stock,0.6,manual,krx_stock_cash_dividend_yield,0.6,data_5456_20260525.xlsx
006800,미래에셋증권,KR,stock,0.4,manual,krx_stock_cash_dividend_yield,0.4,data_5456_20260525.xlsx
081660,미스토홀딩스,KR,stock,3.84,manual,krx_stock_cash_dividend_yield,3.84,data_5456_20260525.xlsx
