ticker,market,assetType,currency,priceSeriesAvailable,totalReturnSeriesAvailable,dividendSeriesAvailable,dataStart,dataEnd,dataYears,observationFrequency,benchmarkId,fxSeriesRequired,fxSeriesAvailable,isProxy,proxyTicker,dataSource,scenarioGrade,rawCagrRecalcStatus,rollingCagr10yRecalcStatus,mddRecalcStatus,rollingMdd10yRecalcStatus,betaRecalcStatus,metricsStatus,reasonCodes
YBTC,US,ETF,USD,provider_refetch_required,no,yield_only,,,2.35,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
YETH,US,ETF,USD,provider_refetch_required,no,yield_only,,,1.72,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
BLDG,US,ETF,USD,provider_refetch_required,no,yield_only,,,5.67,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
BYRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,4.02,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
CRED,US,ETF,USD,provider_refetch_required,no,yield_only,,,3.09,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
CSRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,1.3,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
DCRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,3.15,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
DESK,US,ETF,USD,provider_refetch_required,no,yield_only,,,2.68,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
DVRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,0.84,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,review_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_1_year
ERET,US,ETF,USD,provider_refetch_required,no,yield_only,,,3.52,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
FPRO,US,ETF,USD,provider_refetch_required,no,yield_only,,,5.31,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
FRI,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
GQRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
HAUS,US,ETF,USD,provider_refetch_required,no,yield_only,,,4.24,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
IDGT,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
IFGL,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
INDS,US,ETF,USD,provider_refetch_required,no,yield_only,,,8.04,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
JRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,4.93,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
LPRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,1.14,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
NETL,US,ETF,USD,provider_refetch_required,no,yield_only,,,7.18,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
PFFR,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.3,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
PPTY,US,ETF,USD,provider_refetch_required,no,yield_only,,,8.17,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
PSR,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
REAI,US,ETF,USD,provider_refetch_required,no,yield_only,,,2.95,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
REIT,US,ETF,USD,provider_refetch_required,no,yield_only,,,5.25,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
RITA,US,ETF,USD,provider_refetch_required,no,yield_only,,,4.46,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
RSPR,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
RWX,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
SPRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,5.4,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
SRHR,US,ETF,USD,provider_refetch_required,no,yield_only,,,2.57,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
SRVR,US,ETF,USD,provider_refetch_required,no,yield_only,,,8.03,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
WTRE,US,ETF,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
OPEN,US,stock,USD,provider_refetch_required,no,no,,,5.94,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
UTI,US,stock,USD,provider_refetch_required,no,no,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
CTO,US,stock,USD,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
GOTU,US,stock,USD,provider_refetch_required,no,no,,,6.97,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
SRG,US,stock,USD,provider_refetch_required,no,no,,,9.99,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
STG,US,stock,USD,provider_refetch_required,no,no,,,8.18,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
JZ,US,stock,USD,provider_refetch_required,no,no,,,3.75,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
RITR,US,stock,USD,provider_refetch_required,no,no,,,1.76,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
YQ,US,stock,USD,provider_refetch_required,no,no,,,5.48,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
NAMI,US,stock,USD,provider_refetch_required,no,no,,,1.47,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
EDTK,US,stock,USD,provider_refetch_required,no,no,,,5.84,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
MYND,US,stock,USD,provider_refetch_required,no,no,,,8.66,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
AIRE,US,stock,USD,provider_refetch_required,no,no,,,2.59,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
GSUN,US,stock,USD,provider_refetch_required,no,no,,,3.93,daily_close_provider_input_not_persisted,SPY,yes,no,no,,src/data/tickers/us_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/us_dividend_overlay_20260527.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|fx_required_for_krw_mode_but_no_fx_series_committed|less_than_10_year_overlay_window
